代码,简称,日期,开盘价(元),收盘价(元),总市值(元),industry,month,year,weight
600217.SH,中再资环,2010-03-01,6.88,7.22,4770976000.0,废弃资源综合利用业,2010-03,2010,0.2544316836548671
900907.SH,*ST鹏起B,2010-03-01,0.26,0.26,2091683143.0,废弃资源综合利用业,2010-03,2010,0.1115475038537176
600614.SH,*ST鹏起,2010-03-01,3.83,3.9,4465458431.0,废弃资源综合利用业,2010-03,2010,0.23813871771523296
002340.SZ,格林美,2010-03-01,2.61,2.6,5794238800.0,废弃资源综合利用业,2010-03,2010,0.30900133083510734
000820.SZ,*ST节能,2010-03-01,5.5,5.66,1629144742.0,废弃资源综合利用业,2010-03,2010,0.08688076394107498
600217.SH,中再资环,2010-03-02,7.47,7.22,4770976000.0,废弃资源综合利用业,2010-03,2010,0.25457965533675825
900907.SH,*ST鹏起B,2010-03-02,0.26,0.27,2103334415.0,废弃资源综合利用业,2010-03,2010,0.11223409013766619
600614.SH,*ST鹏起,2010-03-02,3.9,3.88,4442762327.0,废弃资源综合利用业,2010-03,2010,0.23706614788060015
002340.SZ,格林美,2010-03-02,2.6,2.61,5823168000.0,废弃资源综合利用业,2010-03,2010,0.3107247033747476
000820.SZ,*ST节能,2010-03-02,5.66,5.56,1600361266.0,废弃资源综合利用业,2010-03,2010,0.08539540327022775
600217.SH,中再资环,2010-03-03,7.23,7.21,4764368000.0,废弃资源综合利用业,2010-03,2010,0.2542799725741399
900907.SH,*ST鹏起B,2010-03-03,0.27,0.27,2126513378.0,废弃资源综合利用业,2010-03,2010,0.1134945418650242
600614.SH,*ST鹏起,2010-03-03,3.88,3.94,4505176612.0,废弃资源综合利用业,2010-03,2010,0.24044662069366107
002340.SZ,格林美,2010-03-03,2.6,2.56,5699985600.0,废弃资源综合利用业,2010-03,2010,0.3042149938965656
000820.SZ,*ST节能,2010-03-03,5.57,5.7,1640658132.0,废弃资源综合利用业,2010-03,2010,0.08756387097060925
600217.SH,中再资环,2010-03-04,7.18,6.91,4566128000.0,废弃资源综合利用业,2010-03,2010,0.2486346890724159
900907.SH,*ST鹏起B,2010-03-04,0.27,0.26,2091621864.0,废弃资源综合利用业,2010-03,2010,0.11389294207536604
600614.SH,*ST鹏起,2010-03-04,3.93,3.82,4368999989.0,废弃资源综合利用业,2010-03,2010,0.2379006794865154
002340.SZ,格林美,2010-03-04,2.58,2.59,5757844000.0,废弃资源综合利用业,2010-03,2010,0.31352597926897263
000820.SZ,*ST节能,2010-03-04,5.68,5.49,1580212832.0,废弃资源综合利用业,2010-03,2010,0.08604571009673005
600217.SH,中再资环,2010-03-05,6.93,6.93,4579344000.0,废弃资源综合利用业,2010-03,2010,0.24593608082610685
900907.SH,*ST鹏起B,2010-03-05,0.26,0.27,2111019656.0,废弃资源综合利用业,2010-03,2010,0.11337342220709261
600614.SH,*ST鹏起,2010-03-05,3.82,3.87,4425740249.0,废弃资源综合利用业,2010-03,2010,0.23768671049683496
002340.SZ,格林美,2010-03-05,2.57,2.63,5863295600.0,废弃资源综合利用业,2010-03,2010,0.31489137758354835
000820.SZ,*ST节能,2010-03-05,5.49,5.7,1640658132.0,废弃资源综合利用业,2010-03,2010,0.08811240888641723
600217.SH,中再资环,2010-03-08,6.91,6.94,4585952000.0,废弃资源综合利用业,2010-03,2010,0.24359009055882694
900907.SH,*ST鹏起B,2010-03-08,0.26,0.27,2122639948.0,废弃资源综合利用业,2010-03,2010,0.11274737658769732
600614.SH,*ST鹏起,2010-03-08,3.86,3.98,4556242846.0,废弃资源综合利用业,2010-03,2010,0.24201204187596106
002340.SZ,格林美,2010-03-08,2.64,2.63,5857696400.0,废弃资源综合利用业,2010-03,2010,0.3111408049063999
000820.SZ,*ST节能,2010-03-08,5.71,5.92,1703981779.0,废弃资源综合利用业,2010-03,2010,0.09050968607111479
600217.SH,中再资环,2010-03-09,6.94,6.87,4539696000.0,废弃资源综合利用业,2010-03,2010,0.23995460583638556
900907.SH,*ST鹏起B,2010-03-09,0.27,0.27,2145849097.0,废弃资源综合利用业,2010-03,2010,0.11342309578769126
600614.SH,*ST鹏起,2010-03-09,3.98,4.07,4658375313.0,废弃资源综合利用业,2010-03,2010,0.24622763552204027
002340.SZ,格林美,2010-03-09,2.65,2.63,5859562800.0,废弃资源综合利用业,2010-03,2010,0.30971877457158975
000820.SZ,*ST节能,2010-03-09,5.91,5.96,1715495170.0,废弃资源综合利用业,2010-03,2010,0.09067588828229318
600217.SH,中再资环,2010-03-10,6.91,6.87,4539696000.0,废弃资源综合利用业,2010-03,2010,0.24324415183358794
900907.SH,*ST鹏起B,2010-03-10,0.27,0.27,2130324395.0,废弃资源综合利用业,2010-03,2010,0.11414617864107561
600614.SH,*ST鹏起,2010-03-10,4.06,4.02,4595961028.0,废弃资源综合利用业,2010-03,2010,0.24625892176834857
002340.SZ,格林美,2010-03-10,2.62,2.53,5635594800.0,废弃资源综合利用业,2010-03,2010,0.30196415733647775
000820.SZ,*ST节能,2010-03-10,5.99,6.12,1761548731.0,废弃资源综合利用业,2010-03,2010,0.09438659042051013
600217.SH,中再资环,2010-03-11,6.85,6.79,4486832000.0,废弃资源综合利用业,2010-03,2010,0.24164422257028983
900907.SH,*ST鹏起B,2010-03-11,0.27,0.27,2114800146.0,废弃资源综合利用业,2010-03,2010,0.11389533576735332
600614.SH,*ST鹏起,2010-03-11,3.98,3.97,4539220768.0,废弃资源综合利用业,2010-03,2010,0.24446568838732408
002340.SZ,格林美,2010-03-11,2.51,2.56,5697186000.0,废弃资源综合利用业,2010-03,2010,0.30682942481651626
000820.SZ,*ST节能,2010-03-11,6.16,6.01,1729886908.0,废弃资源综合利用业,2010-03,2010,0.09316532845851651
600217.SH,中再资环,2010-03-12,6.79,6.59,4354672000.0,废弃资源综合利用业,2010-03,2010,0.23900427090085263
900907.SH,*ST鹏起B,2010-03-12,0.27,0.26,2079910334.0,废弃资源综合利用业,2010-03,2010,0.11415497032080002
600614.SH,*ST鹏起,2010-03-12,4.01,3.82,4374674015.0,废弃资源综合利用业,2010-03,2010,0.2401020727586327
002340.SZ,格林美,2010-03-12,2.55,2.57,5729848000.0,废弃资源综合利用业,2010-03,2010,0.3144802050792135
000820.SZ,*ST节能,2010-03-12,5.98,5.84,1680954998.0,废弃资源综合利用业,2010-03,2010,0.09225848094050118
600217.SH,中再资环,2010-03-15,6.6,6.45,4262160000.0,废弃资源综合利用业,2010-03,2010,0.2306318355521789
900907.SH,*ST鹏起B,2010-03-15,0.26,0.26,2064387277.0,废弃资源综合利用业,2010-03,2010,0.11170707504764588
600614.SH,*ST鹏起,2010-03-15,3.82,3.86,4414392197.0,废弃资源综合利用业,2010-03,2010,0.23886934681976407
002340.SZ,格林美,2010-03-15,2.55,2.75,6121792000.0,废弃资源综合利用业,2010-03,2010,0.3312592971236754
000820.SZ,*ST节能,2010-03-15,5.83,5.62,1617631351.0,废弃资源综合利用业,2010-03,2010,0.08753244545673577
600217.SH,中再资环,2010-03-16,6.41,6.42,4242336000.0,废弃资源综合利用业,2010-03,2010,0.23006380504773155
900907.SH,*ST鹏起B,2010-03-16,0.26,0.26,2079940803.0,废弃资源综合利用业,2010-03,2010,0.11279613293530126
